cliente_edad,cliente_genero,cliente_estado_civil,numero_hijos_o_dependientes,nivel_educativo,ocupacion_profesion,ingresos_estimados_rango,monto_reserva,metodo_pago,fecha_reserva,tiempo_reserva,lote_ubicacion,fecha_limite,lote_precio,lote_id,manzana,asesor,numero_visitas_proyecto_antes,numero_visitas_proyecto_despues,canal_contacto,tiempo_promedio_decision_antes_compra_dias,nivel_respuesta,promesa_regalo,cerca_avenidas,cerca_colegios,cerca_parques,estado_final,compra_final
33,F,soltero,4,tecnico,Ingeniero,3000-5000,500,transferencia,2025-02-10,49,"Avenida Carmelita Murcia, Asturias",2025-03-31,155628,Villa Los OlivosE16,E,Luis Pérez,1,2,Referido,12,rapido,sí,1,1,1,reservado,0
28,F,soltero,0,universitario,Arquitecto,3000-5000,100,efectivo,2025-11-13,59,"Camino Daniela Berrocal, Valencia",2026-01-11,75532,Residencial SolI30,I,María Gómez,0,1,Facebook,20,sin_respuesta,no,1,0,1,transferido,0
32,M,casado,0,secundaria,Contador,3000-5000,300,efectivo,2025-08-31,54,"Calle de Abigaíl Cortes, Cuenca",2025-10-24,197337,Villa Los OlivosH45,H,Luis Pérez,0,1,Evento,25,tardio,no,0,0,1,transferido,0
65,F,casado,1,secundaria,Contador,1500-3000,200,transferencia,2025-03-14,14,"Acceso Gonzalo Flor, Castellón",2025-03-28,102612,Jardines del ValleD44,D,Pedro Sánchez,1,1,Referido,14,rapido,sí,0,1,1,transferido,0
40,M,conviviente,0,secundaria,Ingeniero,3000-5000,100,efectivo,2025-05-24,32,"Callejón Itziar Alvarado, León",2025-06-25,166343,Jardines del ValleC39,C,Pedro Sánchez,1,0,Facebook,36,tardio,sí,0,1,1,reservado,0
40,F,conviviente,0,universitario,Arquitecto,3000-5000,400,tarjeta,2025-10-16,34,"Plaza de Bruno Ibarra, Badajoz",2025-11-19,82295,Jardines del ValleE26,E,Juan Rojas,1,2,WhatsApp,43,rapido,sí,0,1,0,transferido,0
35,M,soltero,1,secundaria,Profesor,3000-5000,200,tarjeta,2025-07-16,44,"C. Consuela Chaves, Girona",2025-08-29,76219,Villa Los OlivosA12,A,María Gómez,0,0,Página Web,0,rapido,no,1,0,0,transferido,0
54,F,soltero,1,tecnico,Arquitecto,<1500,400,efectivo,2025-04-23,36,"C. de Balduino Alsina, Murcia",2025-05-29,124297,Residencial SolE26,E,Ana Torres,2,2,Instagram,4,rapido,sí,1,0,1,transferido,0
27,F,conviviente,3,tecnico,Ingeniero,3000-5000,500,transferencia,2025-02-10,24,"Acceso Teodora Lucas, Zaragoza",2025-03-06,170153,Villa Los OlivosG1,G,Juan Rojas,1,2,Instagram,45,rapido,sí,0,1,0,reservado,0
47,F,conviviente,0,universitario,Comerciante,<1500,500,tarjeta,2025-09-06,48,"Pasaje Antonio Yuste, Guipúzcoa",2025-10-24,142239,Jardines del ValleF33,F,Luis Pérez,0,4,Instagram,20,tardio,no,0,1,0,transferido,0
29,F,casado,2,universitario,Profesor,<1500,300,yape,2025-10-28,56,"Cuesta de Dora Vallés, Ciudad",2025-12-23,182901,Residencial SolC18,C,Luis Pérez,0,0,Evento,19,tardio,no,0,0,0,transferido,0
62,F,casado,0,universitario,Ingeniero,3000-5000,500,transferencia,2025-06-18,13,"Callejón de Clotilde Ribas, Ávila",2025-07-01,110739,Jardines del ValleF38,F,Luis Pérez,0,3,Facebook,5,tardio,sí,0,1,1,reservado,0
31,M,soltero,4,universitario,Contador,>5000,200,tarjeta,2025-12-15,46,"Cañada de Victor Manuel Serrano, Las Palmas",2026-01-30,66233,Residencial SolH21,H,Ana Torres,3,0,Referido,26,rapido,no,1,1,1,transferido,0
48,M,soltero,1,tecnico,Doctor,>5000,100,yape,2025-03-05,15,"Callejón de Ofelia Cordero, Ceuta",2025-03-20,148993,Jardines del ValleA48,A,Juan Rojas,1,2,Facebook,14,tardio,sí,1,0,0,reservado,0
39,M,casado,1,universitario,Contador,1500-3000,400,transferencia,2025-06-29,12,"Via de Nico Alfonso, Cádiz",2025-07-11,100409,Jardines del ValleE32,E,Pedro Sánchez,1,3,Referido,41,tardio,sí,0,1,1,transferido,0
25,F,soltero,2,postgrado,Arquitecto,3000-5000,100,tarjeta,2025-07-06,28,"Ronda de Germán Aller, Ceuta",2025-08-03,68865,Villa Los OlivosB14,B,Pedro Sánchez,0,2,Evento,4,tardio,sí,1,1,0,reservado,0
61,F,conviviente,3,universitario,Comerciante,1500-3000,200,tarjeta,2025-06-08,15,"Urbanización de Micaela Cortés, Soria",2025-06-23,196459,Villa Los OlivosI32,I,Pedro Sánchez,0,0,Página Web,21,rapido,sí,0,0,0,reservado,1
61,M,casado,1,secundaria,Doctor,1500-3000,400,efectivo,2025-10-05,14,"Pasadizo Brígida Rico, Álava",2025-10-19,76453,Residencial SolG41,G,María Gómez,0,1,Evento,10,sin_respuesta,no,0,0,1,transferido,0
26,M,soltero,2,postgrado,Arquitecto,>5000,500,transferencia,2025-11-16,11,"Callejón de Mayte Zabala, Madrid",2025-11-27,143822,Jardines del ValleA39,A,Juan Rojas,2,1,Página Web,26,sin_respuesta,sí,1,0,1,transferido,0
58,F,soltero,4,tecnico,Profesor,<1500,500,tarjeta,2025-07-20,44,"Camino Maristela Badía, Guadalajara",2025-09-02,79065,Residencial SolB35,B,Pedro Sánchez,2,2,Facebook,35,tardio,no,1,0,1,transferido,1
41,M,soltero,2,universitario,Abogado,3000-5000,300,yape,2025-03-19,42,"Pasadizo de Desiderio Iborra, Córdoba",2025-04-30,103538,Residencial SolA3,A,Luis Pérez,2,0,Facebook,2,tardio,no,1,1,0,reservado,0
61,M,soltero,4,tecnico,Abogado,1500-3000,400,efectivo,2025-08-16,42,"Plaza Francisca Zabaleta, Albacete",2025-09-27,71127,Villa Los OlivosA16,A,Pedro Sánchez,2,1,Referido,12,rapido,no,1,0,0,transferido,1
27,F,casado,0,tecnico,Comerciante,<1500,100,efectivo,2025-02-12,37,"Glorieta de Florinda Gomez, La Coruña",2025-03-21,163119,Jardines del ValleE47,E,María Gómez,0,2,WhatsApp,21,tardio,no,0,1,1,transferido,0
59,F,casado,4,secundaria,Contador,>5000,100,tarjeta,2025-05-15,37,"Calle de Blanca Morales, Zamora",2025-06-21,194833,Jardines del ValleA4,A,Ana Torres,2,4,WhatsApp,8,rapido,sí,1,1,0,reservado,1
52,M,casado,0,universitario,Ingeniero,<1500,200,yape,2025-09-06,29,"Cuesta de Melania Salcedo, Palencia",2025-10-05,146392,Residencial SolG45,G,Pedro Sánchez,0,2,Facebook,27,tardio,sí,0,1,1,transferido,0
30,M,casado,1,secundaria,Doctor,<1500,200,tarjeta,2025-01-04,9,"Camino Eugenio Luján, Toledo",2025-01-13,198910,Residencial SolG4,G,Pedro Sánchez,2,1,WhatsApp,3,rapido,sí,0,0,1,transferido,0
33,F,divorciado,2,tecnico,Doctor,1500-3000,100,efectivo,2025-12-04,45,"Urbanización de Leocadio Sánchez, Cantabria",2026-01-18,141663,Villa Los OlivosD4,D,María Gómez,0,2,Facebook,5,sin_respuesta,sí,0,1,0,transferido,0
32,M,casado,1,tecnico,Ingeniero,1500-3000,400,yape,2025-09-25,52,"Avenida Jacinta Barrena, Guadalajara",2025-11-16,179742,Residencial SolC39,C,Luis Pérez,1,3,Evento,19,rapido,no,1,0,0,transferido,0
60,F,soltero,3,universitario,Arquitecto,>5000,300,transferencia,2025-01-19,27,"Acceso de Teodora Mariño, Murcia",2025-02-15,120132,Jardines del ValleH46,H,Pedro Sánchez,1,3,Instagram,5,tardio,sí,0,1,1,reservado,1
42,M,soltero,1,universitario,Doctor,1500-3000,500,yape,2025-04-16,54,"Camino Silvia Alcolea, Vizcaya",2025-06-09,129937,Jardines del ValleF27,F,Luis Pérez,1,0,Evento,14,rapido,sí,1,1,1,reservado,0
40,F,casado,2,universitario,Contador,1500-3000,200,efectivo,2025-08-09,38,"Pasadizo de Toribio Villa, Baleares",2025-09-16,55580,Jardines del ValleF47,F,Ana Torres,2,1,Referido,42,rapido,sí,0,1,1,transferido,0
30,M,casado,2,universitario,Abogado,1500-3000,400,transferencia,2025-02-13,8,"Callejón Vicenta Perea, Álava",2025-02-21,179854,Residencial SolE38,E,Juan Rojas,0,1,Evento,35,rapido,no,0,0,1,transferido,0
49,M,conviviente,0,universitario,Contador,3000-5000,200,tarjeta,2025-09-25,9,"Cuesta Telmo Barral, Asturias",2025-10-04,129992,Residencial SolH3,H,Ana Torres,0,1,Evento,43,tardio,no,0,1,1,transferido,0
62,M,soltero,3,secundaria,Arquitecto,1500-3000,300,transferencia,2025-09-19,34,"Alameda de Ciríaco Bernal, Valladolid",2025-10-23,163790,Jardines del ValleJ49,J,Pedro Sánchez,1,1,Página Web,35,rapido,sí,1,1,0,transferido,1
52,F,casado,3,postgrado,Doctor,1500-3000,300,yape,2025-04-13,7,"Cañada de Renata Jódar, Granada",2025-04-20,84569,Jardines del ValleI25,I,Luis Pérez,3,1,Referido,48,tardio,no,0,1,1,transferido,1
46,F,casado,2,secundaria,Ingeniero,3000-5000,200,transferencia,2025-02-09,49,"Alameda de Leoncio Espinosa, Huesca",2025-03-30,120450,Villa Los OlivosE6,E,María Gómez,0,1,Página Web,11,rapido,no,1,1,1,reservado,0
61,F,soltero,0,tecnico,Arquitecto,1500-3000,100,transferencia,2025-01-11,8,"Alameda Fidela Arias, Álava",2025-01-19,171300,Villa Los OlivosJ1,J,Juan Rojas,0,1,Instagram,1,tardio,no,1,0,1,reservado,0
65,M,conviviente,2,universitario,Profesor,3000-5000,300,yape,2025-04-27,46,"Camino Luís Casado, Pontevedra",2025-06-12,122468,Jardines del ValleH3,H,Ana Torres,0,1,Evento,37,rapido,no,0,1,1,transferido,0
41,F,casado,3,universitario,Doctor,1500-3000,300,transferencia,2025-07-12,46,"Camino Rosenda Gaya, Baleares",2025-08-27,88509,Jardines del ValleH12,H,Luis Pérez,2,0,WhatsApp,40,tardio,sí,0,0,1,transferido,0
57,F,soltero,3,universitario,Comerciante,3000-5000,100,tarjeta,2025-04-06,10,"Pasadizo Nicolás Almeida, Albacete",2025-04-16,109756,Jardines del ValleB42,B,Pedro Sánchez,0,2,Facebook,50,tardio,no,1,1,0,reservado,1
63,M,soltero,0,secundaria,Abogado,1500-3000,300,efectivo,2025-10-18,14,"Vial de Jose Antonio Ureña, Tarragona",2025-11-01,166342,Residencial SolA44,A,Pedro Sánchez,0,0,Facebook,10,rapido,sí,1,0,0,transferido,0
51,M,casado,1,tecnico,Contador,1500-3000,500,transferencia,2025-01-18,27,"Rambla de Anastasio Briones, Badajoz",2025-02-14,56473,Jardines del ValleD21,D,Luis Pérez,0,1,Página Web,0,tardio,no,1,1,1,reservado,0
43,M,casado,2,secundaria,Doctor,1500-3000,300,yape,2025-08-31,44,"Pasaje de Sonia Alfonso, Valencia",2025-10-14,89338,Residencial SolG42,G,María Gómez,0,3,Facebook,5,rapido,sí,0,0,1,transferido,0
38,F,conviviente,4,universitario,Arquitecto,1500-3000,300,transferencia,2025-12-04,55,"Glorieta de Francisco Javier Lucena, Albacete",2026-01-28,149900,Jardines del ValleJ14,J,Luis Pérez,0,1,Facebook,38,tardio,sí,0,1,0,transferido,0
59,M,casado,3,tecnico,Arquitecto,<1500,500,yape,2025-01-15,49,"Calle de Manolo Fonseca, Navarra",2025-03-05,173818,Jardines del ValleD37,D,Pedro Sánchez,0,0,Facebook,28,rapido,no,0,1,1,transferido,1
40,F,conviviente,2,tecnico,Doctor,3000-5000,500,transferencia,2025-09-19,27,"C. de Sabina Jara, Cáceres",2025-10-16,169490,Residencial SolE13,E,Luis Pérez,1,3,Página Web,36,sin_respuesta,sí,0,0,0,transferido,0
30,F,casado,2,tecnico,Comerciante,1500-3000,400,transferencia,2025-07-06,45,"Alameda Dorotea Baró, Ourense",2025-08-20,176918,Villa Los OlivosD29,D,María Gómez,1,4,Facebook,37,rapido,sí,1,0,1,reservado,0
59,M,casado,3,universitario,Arquitecto,<1500,500,tarjeta,2025-03-20,45,"Alameda Imelda Gómez, Alicante",2025-05-04,86212,Residencial SolG15,G,Pedro Sánchez,2,0,WhatsApp,4,tardio,no,0,0,1,transferido,1
51,F,casado,1,secundaria,Comerciante,1500-3000,100,efectivo,2025-01-10,18,"Pasadizo Asdrubal Ariza, Toledo",2025-01-28,101931,Residencial SolF21,F,Juan Rojas,2,0,Evento,40,rapido,no,0,1,1,transferido,0
60,F,casado,3,postgrado,Contador,3000-5000,400,transferencia,2025-08-13,8,"Glorieta de Florencio Nicolás, Almería",2025-08-21,163094,Jardines del ValleC8,C,Ana Torres,1,3,Instagram,31,rapido,sí,1,0,0,transferido,1
52,F,soltero,4,postgrado,Doctor,1500-3000,500,yape,2025-06-17,52,"Cañada de Rodrigo Camino, Huelva",2025-08-08,113290,Jardines del ValleC33,C,Pedro Sánchez,1,0,WhatsApp,46,rapido,no,1,1,0,reservado,1
27,M,conviviente,4,tecnico,Contador,>5000,500,efectivo,2025-08-03,54,"Callejón de María Dolores Macias, Teruel",2025-09-26,167900,Jardines del ValleF22,F,Juan Rojas,2,1,Referido,37,rapido,no,0,1,1,transferido,0
62,M,casado,3,postgrado,Doctor,3000-5000,200,tarjeta,2025-02-25,50,"Rambla Noemí Mora, Las Palmas",2025-04-16,146960,Residencial SolH45,H,Pedro Sánchez,1,1,Evento,29,tardio,no,0,1,1,reservado,1
31,M,soltero,1,tecnico,Abogado,3000-5000,200,transferencia,2025-01-31,40,"Calle de Ángeles Alberola, Almería",2025-03-12,197883,Residencial SolF29,F,Ana Torres,0,0,Página Web,22,rapido,no,1,0,1,reservado,0
34,M,casado,1,universitario,Arquitecto,<1500,300,tarjeta,2025-04-17,40,"Rambla de Marta Marí, Vizcaya",2025-05-27,162862,Residencial SolF25,F,Luis Pérez,0,0,WhatsApp,31,sin_respuesta,no,0,0,1,reservado,0
43,M,soltero,3,tecnico,Ingeniero,<1500,100,transferencia,2025-08-14,21,"Camino de Sigfrido Lorenzo, León",2025-09-04,165059,Villa Los OlivosJ21,J,Juan Rojas,1,2,Página Web,19,tardio,sí,0,0,1,transferido,0
42,M,casado,4,tecnico,Ingeniero,1500-3000,100,tarjeta,2025-07-09,8,"Vial Mar Pombo, Valencia",2025-07-17,94263,Residencial SolE39,E,Pedro Sánchez,1,1,Evento,30,rapido,sí,0,0,1,transferido,0
26,F,conviviente,2,secundaria,Doctor,3000-5000,100,yape,2025-06-06,40,"Alameda Luciana Conesa, Melilla",2025-07-16,166608,Villa Los OlivosI13,I,Juan Rojas,0,3,Evento,36,sin_respuesta,sí,0,1,1,reservado,0
52,F,soltero,3,secundaria,Abogado,1500-3000,100,yape,2025-12-17,29,"Camino de Anastasio Arjona, Zamora",2026-01-15,80529,Residencial SolE8,E,María Gómez,0,1,Instagram,5,tardio,sí,1,0,0,transferido,1
35,F,soltero,4,secundaria,Abogado,1500-3000,100,transferencia,2025-02-05,52,"Calle de Narciso Tapia, Teruel",2025-03-29,69421,Villa Los OlivosD47,D,Pedro Sánchez,0,1,WhatsApp,15,rapido,no,1,0,0,reservado,0
37,M,casado,0,postgrado,Contador,3000-5000,500,transferencia,2025-12-17,44,"Glorieta de Luis Miguel Arnal, La Rioja",2026-01-30,85880,Jardines del ValleG7,G,Luis Pérez,1,1,Facebook,11,rapido,no,0,1,1,transferido,0
56,M,soltero,1,tecnico,Contador,3000-5000,400,tarjeta,2025-03-15,47,"Via de Fermín Valls, Lugo",2025-05-01,102054,Jardines del ValleD17,D,Luis Pérez,1,3,Página Web,12,rapido,sí,1,1,0,reservado,0
56,M,soltero,3,universitario,Contador,1500-3000,400,efectivo,2025-06-05,46,"Plaza de Quique Bayona, Toledo",2025-07-21,118963,Villa Los OlivosD1,D,Juan Rojas,0,1,Facebook,35,tardio,no,1,1,1,transferido,1
58,M,divorciado,4,postgrado,Abogado,<1500,300,yape,2025-04-23,38,"Cuesta Segismundo Llobet, Melilla",2025-05-31,177155,Villa Los OlivosJ16,J,María Gómez,1,0,Instagram,9,rapido,no,0,1,1,reservado,1
31,M,divorciado,0,tecnico,Ingeniero,<1500,400,transferencia,2025-08-01,27,"Pasaje Regina Alegria, Castellón",2025-08-28,167223,Villa Los OlivosF35,F,Juan Rojas,1,0,Página Web,12,rapido,sí,0,1,1,transferido,0
45,M,casado,3,tecnico,Abogado,1500-3000,200,yape,2025-01-26,60,"Camino de Andrés Gargallo, Teruel",2025-03-27,176809,Villa Los OlivosG8,G,Luis Pérez,0,0,Referido,35,tardio,no,0,0,0,transferido,0
43,F,viudo,2,postgrado,Comerciante,1500-3000,200,efectivo,2025-06-09,56,"Urbanización Lucho Ferrán, Soria",2025-08-04,197392,Villa Los OlivosG44,G,Ana Torres,0,0,Referido,18,tardio,no,0,1,0,reservado,0
52,F,casado,3,tecnico,Abogado,>5000,400,yape,2025-08-04,28,"Calle Antonio Criado, Ceuta",2025-09-01,107395,Residencial SolF27,F,Juan Rojas,0,3,Página Web,29,sin_respuesta,sí,0,1,0,transferido,1
59,M,casado,1,secundaria,Arquitecto,>5000,200,tarjeta,2025-09-18,15,"Camino Eric Colomer, Granada",2025-10-03,136424,Residencial SolH27,H,Pedro Sánchez,1,1,Facebook,23,sin_respuesta,sí,0,0,1,transferido,0
47,M,soltero,2,universitario,Contador,3000-5000,100,transferencia,2025-06-04,41,"C. José Royo, Albacete",2025-07-15,144921,Villa Los OlivosA25,A,Luis Pérez,0,2,Evento,36,tardio,sí,1,1,0,transferido,0
35,F,soltero,0,tecnico,Abogado,3000-5000,200,transferencia,2025-12-08,7,"Urbanización de Telmo Fortuny, Las Palmas",2025-12-15,115196,Jardines del ValleI26,I,Pedro Sánchez,1,2,Instagram,6,rapido,sí,1,1,1,transferido,0
56,M,casado,2,universitario,Doctor,3000-5000,500,yape,2025-11-23,47,"Cuesta Quirino Clemente, Cuenca",2026-01-09,110294,Jardines del ValleI7,I,Ana Torres,2,0,Página Web,4,tardio,sí,0,0,0,transferido,0
50,M,soltero,2,secundaria,Arquitecto,<1500,100,yape,2025-11-09,11,"Plaza de Fernanda Zapata, Valladolid",2025-11-20,70061,Jardines del ValleE48,E,Ana Torres,1,1,Página Web,15,rapido,no,1,0,1,transferido,0
31,F,casado,1,tecnico,Doctor,>5000,500,tarjeta,2025-11-16,34,"Plaza Rosalina Llopis, Valencia",2025-12-20,134863,Jardines del ValleA48,A,María Gómez,1,1,Evento,2,sin_respuesta,sí,1,1,1,transferido,0
41,F,conviviente,0,universitario,Profesor,3000-5000,200,efectivo,2025-06-25,33,"Ronda Morena Bustamante, Burgos",2025-07-28,108262,Residencial SolE30,E,Ana Torres,2,2,Referido,3,tardio,no,0,1,0,transferido,0
49,M,viudo,2,universitario,Profesor,<1500,500,tarjeta,2025-10-15,52,"Plaza Nando Ríos, Albacete",2025-12-06,193283,Residencial SolE45,E,María Gómez,0,2,Referido,25,rapido,sí,0,1,1,transferido,0
39,F,casado,4,postgrado,Abogado,<1500,100,yape,2025-11-29,28,"Glorieta Rómulo Arrieta, Barcelona",2025-12-27,131424,Residencial SolD37,D,Ana Torres,0,2,Evento,45,tardio,sí,0,0,0,transferido,0
38,F,soltero,1,tecnico,Comerciante,1500-3000,500,tarjeta,2025-07-20,46,"Avenida Lilia Ibáñez, Huelva",2025-09-04,155695,Villa Los OlivosB7,B,Luis Pérez,0,2,Facebook,30,tardio,no,1,1,0,transferido,0
56,F,soltero,0,universitario,Profesor,1500-3000,200,efectivo,2025-11-01,9,"Vial de Néstor Escalona, Guipúzcoa",2025-11-10,89482,Villa Los OlivosJ49,J,María Gómez,1,0,WhatsApp,27,rapido,no,0,1,1,transferido,0
42,M,soltero,3,universitario,Arquitecto,1500-3000,400,efectivo,2025-08-16,27,"Avenida de Mohamed Téllez, Las Palmas",2025-09-12,181023,Villa Los OlivosJ39,J,Pedro Sánchez,1,3,Referido,48,rapido,sí,1,0,0,transferido,0
31,F,casado,1,secundaria,Contador,1500-3000,400,efectivo,2025-03-19,17,"Cañada de Hermenegildo Castejón, Cáceres",2025-04-05,53571,Residencial SolH46,H,Luis Pérez,1,1,Referido,45,rapido,sí,0,0,0,reservado,0
52,F,soltero,2,universitario,Doctor,3000-5000,100,efectivo,2025-09-06,54,"Urbanización Luciano Catalán, Cádiz",2025-10-30,86664,Jardines del ValleD29,D,Juan Rojas,1,2,Evento,23,tardio,no,1,1,0,transferido,0
43,F,soltero,3,universitario,Comerciante,<1500,100,yape,2025-12-04,48,"Rambla de Raimundo Olivera, Guadalajara",2026-01-21,197799,Residencial SolA19,A,María Gómez,2,2,Evento,15,rapido,sí,1,1,0,transferido,0
58,F,soltero,2,secundaria,Profesor,1500-3000,200,transferencia,2025-03-24,17,"Callejón de Rosalía Villaverde, Soria",2025-04-10,85478,Jardines del ValleE34,E,María Gómez,0,0,Instagram,27,tardio,no,1,0,0,transferido,0
55,M,conviviente,4,universitario,Ingeniero,3000-5000,200,tarjeta,2025-03-31,51,"Cañada Luís Álvarez, Palencia",2025-05-21,102236,Jardines del ValleF27,F,Luis Pérez,1,2,WhatsApp,44,tardio,sí,0,1,1,reservado,1
64,F,soltero,4,secundaria,Comerciante,3000-5000,100,efectivo,2025-04-25,21,"Vial Estrella Saez, León",2025-05-16,196579,Villa Los OlivosH22,H,María Gómez,2,2,Facebook,38,rapido,no,1,1,1,transferido,1
52,F,casado,2,universitario,Abogado,1500-3000,300,transferencia,2025-04-06,41,"Plaza de Miguela Español, Ceuta",2025-05-17,197092,Villa Los OlivosA13,A,María Gómez,1,0,Referido,14,rapido,sí,1,0,0,transferido,0
42,M,soltero,2,universitario,Abogado,>5000,100,tarjeta,2025-04-09,44,"Vial de Ángeles Paredes, Álava",2025-05-23,186922,Jardines del ValleJ10,J,Luis Pérez,2,2,Facebook,0,tardio,no,0,0,0,transferido,0
64,F,soltero,3,tecnico,Doctor,>5000,500,transferencia,2025-03-12,12,"Cuesta de Mamen Vives, León",2025-03-24,106739,Residencial SolJ50,J,Luis Pérez,0,1,Facebook,33,tardio,sí,1,1,1,transferido,1
29,M,soltero,2,universitario,Doctor,1500-3000,100,transferencia,2025-08-02,27,"Alameda de Graciela Tormo, Navarra",2025-08-29,173650,Jardines del ValleC31,C,Juan Rojas,1,3,Referido,30,sin_respuesta,no,1,1,0,transferido,0
49,F,conviviente,0,tecnico,Contador,>5000,500,yape,2025-01-11,27,"Pasaje Donato Cortina, Alicante",2025-02-07,186835,Villa Los OlivosB16,B,María Gómez,0,1,Página Web,24,rapido,sí,0,1,0,reservado,0
52,F,casado,1,secundaria,Profesor,3000-5000,300,tarjeta,2025-10-18,34,"Pasaje de Gerónimo Arjona, Albacete",2025-11-21,196251,Villa Los OlivosD11,D,Ana Torres,0,0,Página Web,24,sin_respuesta,no,1,1,0,transferido,0
52,M,divorciado,0,universitario,Comerciante,1500-3000,400,transferencia,2025-05-04,18,"Acceso de Ramona Bou, Valencia",2025-05-22,148095,Jardines del ValleA24,A,Juan Rojas,1,0,Instagram,14,sin_respuesta,sí,0,1,1,transferido,0
25,F,soltero,0,tecnico,Abogado,3000-5000,500,tarjeta,2025-11-15,7,"Avenida Reina Olivera, Albacete",2025-11-22,181804,Jardines del ValleH24,H,María Gómez,0,4,Página Web,21,tardio,no,0,1,1,transferido,0
27,F,soltero,2,secundaria,Abogado,1500-3000,400,yape,2025-06-27,52,"Paseo Néstor Pla, Cáceres",2025-08-18,57976,Jardines del ValleE42,E,Pedro Sánchez,1,1,Facebook,34,tardio,no,1,0,0,reservado,0
59,M,soltero,4,tecnico,Ingeniero,1500-3000,200,yape,2025-08-18,52,"Cañada Rosalía Pellicer, Zamora",2025-10-09,90158,Villa Los OlivosH32,H,Pedro Sánchez,0,4,Facebook,14,tardio,sí,1,0,1,transferido,1
53,M,soltero,1,secundaria,Abogado,3000-5000,100,efectivo,2025-12-24,48,"Urbanización de Graciela Quintero, Girona",2026-02-10,100903,Jardines del ValleB27,B,María Gómez,1,0,Evento,38,tardio,sí,1,1,0,transferido,0
58,M,conviviente,4,universitario,Contador,<1500,200,transferencia,2025-12-28,19,"Cañada Encarnacion Sanabria, Tarragona",2026-01-16,67027,Residencial SolF46,F,Ana Torres,1,0,Referido,28,tardio,sí,0,1,1,transferido,1
27,F,soltero,2,secundaria,Comerciante,3000-5000,200,yape,2025-06-19,18,"Calle Jacinta Cid, Baleares",2025-07-07,157282,Villa Los OlivosE6,E,Pedro Sánchez,1,1,WhatsApp,6,tardio,sí,1,1,1,transferido,0
46,F,viudo,2,postgrado,Comerciante,<1500,300,efectivo,2025-03-24,36,"Callejón José Luis Mármol, Valencia",2025-04-29,198423,Residencial SolE36,E,Ana Torres,1,1,WhatsApp,23,rapido,sí,0,1,1,reservado,0
45,M,casado,3,tecnico,Arquitecto,1500-3000,100,tarjeta,2025-04-25,36,"Ronda de Natalio Llano, Lleida",2025-05-31,148180,Jardines del ValleB12,B,Luis Pérez,1,0,Facebook,17,rapido,sí,1,1,1,transferido,0
44,M,soltero,1,tecnico,Profesor,1500-3000,200,tarjeta,2025-08-19,15,"Calle Gilberto Alsina, Asturias",2025-09-03,123128,Villa Los OlivosD20,D,Luis Pérez,2,0,Página Web,23,rapido,no,1,1,1,transferido,0
36,F,soltero,4,universitario,Abogado,<1500,300,tarjeta,2025-02-24,38,"Calle de Irene Tirado, Badajoz",2025-04-03,74225,Residencial SolD13,D,María Gómez,1,2,Referido,38,sin_respuesta,no,1,1,1,reservado,0
65,M,soltero,0,secundaria,Ingeniero,<1500,500,yape,2025-09-08,41,"Alameda Alicia Rodríguez, La Coruña",2025-10-19,90816,Villa Los OlivosF23,F,Juan Rojas,0,2,Evento,17,tardio,sí,1,1,0,transferido,0
46,F,casado,0,tecnico,Ingeniero,>5000,300,tarjeta,2025-01-07,36,"Calle de Rosa Falcó, Toledo",2025-02-12,107214,Villa Los OlivosG23,G,María Gómez,0,1,Instagram,0,sin_respuesta,no,0,1,1,transferido,0
33,F,conviviente,3,postgrado,Comerciante,1500-3000,200,yape,2025-09-18,49,"Alameda de Máximo Miralles, Toledo",2025-11-06,149066,Jardines del ValleB34,B,Pedro Sánchez,1,2,Página Web,30,rapido,sí,0,1,0,transferido,0
